lead_id,client_id,fecha_lead,canal_origen,hora_lead,dia_semana,has_vtex,producto_visto,cat_producto,punto_abandono,tiempo_pagina_s,paginas_sesion,uso_comparador,items_carrito,sesiones_72h,device,source_medium,convertido,prob_conv_true
lead_000426,GA4_1435739,2025-10-10,formulario_web,12,6,1,Plan Hogar,internet_hogar,add_to_cart,24,6,0,2,2,desktop,google_organic,0,0.6533
lead_000427,GA4_8618143,2025-12-28,boton_ayuda,20,5,1,Plan 10GB,plan_movil,begin_checkout,5,5,0,4,5,mobile,google_organic,1,0.9361
lead_000428,GA4_9677392,2025-08-07,whatsapp_inbound,7,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.4589
lead_000429,GA4_6506176,2025-10-15,whatsapp_inbound,20,0,1,Samsung A55,equipo,view_item,5,5,0,0,1,mobile,google_cpc,1,0.6716
lead_000430,GA4_4229300,2025-01-05,whatsapp_inbound,9,0,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.3915
lead_000431,GA4_2812049,2025-02-27,formulario_web,7,3,1,Xiaomi 14T,equipo,add_to_cart,10,2,1,4,1,tablet,email_claro,1,0.6675
lead_000432,GA4_2722846,2025-02-08,formulario_web,17,3,1,Xiaomi 14T,equipo,view_item,54,2,0,0,0,mobile,google_cpc,0,0.3857
lead_000433,GA4_1206168,2025-12-20,whatsapp_inbound,15,5,1,Plan Hogar,internet_hogar,add_to_cart,117,2,0,1,0,mobile,google_organic,1,0.7926
lead_000434,GA4_2133208,2025-03-18,whatsapp_inbound,21,6,1,Plan Hogar,internet_hogar,view_item,68,4,0,0,0,mobile,google_cpc,1,0.7903
lead_000435,GA4_4248312,2025-10-07,formulario_web,13,3,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.4189
lead_000436,GA4_3113620,2025-01-19,whatsapp_inbound,11,3,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.4602
lead_000437,GA4_9537891,2025-07-09,boton_ayuda,15,0,1,Plan 50GB,plan_movil,add_to_cart,67,4,1,2,0,mobile,facebook_ads,1,0.7967
lead_000438,GA4_5299767,2025-10-26,formulario_web,14,3,1,Samsung A55,equipo,add_to_cart,5,6,1,1,1,mobile,google_organic,0,0.8385
lead_000439,GA4_6962475,2025-10-10,whatsapp_inbound,12,0,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.6846
lead_000440,GA4_8063325,2025-03-17,whatsapp_inbound,18,4,1,iPhone 15,equipo,add_to_cart,58,2,0,4,2,mobile,directo,1,0.8782
lead_000441,GA4_9076540,2025-08-09,boton_ayuda,19,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.2004
lead_000442,GA4_8459558,2025-03-07,whatsapp_inbound,20,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.7687
lead_000443,GA4_4119277,2025-01-22,whatsapp_inbound,22,2,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.6319
lead_000444,GA4_5079421,2025-06-07,formulario_web,11,3,1,Plan 100GB,plan_movil,add_to_cart,105,4,0,1,1,mobile,directo,0,0.6977
lead_000445,GA4_3309764,2025-07-06,boton_ayuda,18,4,1,iPhone 15,equipo,add_to_cart,10,5,0,3,0,mobile,google_cpc,1,0.7813
lead_000446,GA4_1739385,2025-01-21,boton_ayuda,13,4,1,Plan 20GB,plan_movil,begin_checkout,16,6,1,4,1,desktop,email_claro,0,0.7989
lead_000447,GA4_2014873,2025-07-03,formulario_web,18,6,1,Plan Hogar,internet_hogar,begin_checkout,54,8,0,3,0,desktop,whatsapp_link,1,0.8355
lead_000448,GA4_3142127,2025-04-18,whatsapp_inbound,15,5,1,Plan 50GB,plan_movil,begin_checkout,92,7,0,1,0,mobile,google_organic,1,0.9092
lead_000449,GA4_6228902,2025-12-16,whatsapp_inbound,23,1,1,Plan 50GB,plan_movil,add_to_cart,30,5,0,2,2,desktop,google_cpc,1,0.9051
lead_000450,GA4_8312318,2025-05-08,formulario_web,19,1,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.4071
lead_000451,GA4_9608821,2025-12-08,formulario_web,22,5,1,Xiaomi 14T,equipo,begin_checkout,42,15,0,1,0,mobile,google_cpc,1,0.6847
lead_000452,GA4_7001942,2025-02-22,formulario_web,20,0,1,Plan Hogar,internet_hogar,view_item,15,7,0,0,3,mobile,google_organic,0,0.5874
lead_000453,GA4_6220872,2025-07-01,boton_ayuda,21,2,1,Plan 100GB,plan_movil,view_item,5,3,0,0,2,tablet,google_organic,0,0.3785
lead_000454,GA4_3443176,2025-10-14,whatsapp_inbound,20,6,1,Plan 20GB,plan_movil,add_to_cart,82,3,0,1,1,mobile,facebook_ads,1,0.9491
lead_000455,GA4_3473113,2025-07-28,formulario_web,14,6,1,Plan 100GB,plan_movil,add_to_cart,5,2,1,2,1,desktop,google_cpc,1,0.7952
lead_000456,GA4_8877301,2025-11-14,whatsapp_inbound,11,5,1,Motorola Edge,equipo,add_to_cart,5,5,0,2,3,mobile,directo,1,0.8651
lead_000457,GA4_6178697,2025-03-21,formulario_web,13,1,1,Plan 10GB,plan_movil,view_item,75,7,0,0,1,desktop,directo,1,0.5131
lead_000458,GA4_6752912,2025-05-02,whatsapp_inbound,2,2,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.3387
lead_000459,GA4_5883242,2025-03-25,whatsapp_inbound,16,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.5903
lead_000460,GA4_7187940,2025-04-01,whatsapp_inbound,15,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.5642
lead_000461,GA4_1135590,2025-07-31,formulario_web,16,0,1,Plan 100GB,plan_movil,view_item,50,11,0,0,2,tablet,facebook_ads,0,0.6854
lead_000462,GA4_9685239,2025-01-13,formulario_web,22,2,1,Plan 20GB,plan_movil,view_item,139,3,0,0,1,desktop,google_organic,0,0.3688
lead_000463,GA4_3425991,2025-04-02,formulario_web,21,1,1,Plan 50GB,plan_movil,add_to_cart,100,5,0,3,2,mobile,whatsapp_link,1,0.9412
lead_000464,GA4_1961630,2025-06-20,boton_ayuda,9,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.1746
lead_000465,GA4_4982698,2025-07-30,whatsapp_inbound,13,5,1,Plan 50GB,plan_movil,view_item,95,2,0,0,1,tablet,facebook_ads,1,0.7765
lead_000466,GA4_9507858,2025-12-09,whatsapp_inbound,14,6,1,Plan 100GB,plan_movil,view_item,55,3,0,0,2,mobile,google_cpc,1,0.8786
lead_000467,GA4_1916158,2025-05-08,boton_ayuda,13,3,1,Plan 10GB,plan_movil,add_to_cart,19,5,0,2,1,mobile,google_cpc,0,0.4906
lead_000468,GA4_8081010,2025-05-17,whatsapp_inbound,19,6,1,Xiaomi 14T,equipo,begin_checkout,95,9,0,2,0,mobile,facebook_ads,1,0.9494
lead_000469,GA4_6768277,2025-03-23,boton_ayuda,16,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.1368
lead_000470,GA4_4278387,2025-12-26,whatsapp_inbound,16,4,1,Motorola Edge,equipo,add_to_cart,90,5,0,2,1,mobile,google_cpc,1,0.8961
lead_000471,GA4_4361682,2025-02-25,boton_ayuda,20,1,1,Plan Hogar,internet_hogar,view_item,48,3,1,0,1,desktop,email_claro,1,0.3335
lead_000472,GA4_4376603,2025-07-15,whatsapp_inbound,19,5,1,Plan 50GB,plan_movil,add_to_cart,15,8,0,1,0,mobile,google_cpc,1,0.8999
lead_000473,GA4_2147624,2025-01-20,boton_ayuda,8,1,1,Plan 20GB,plan_movil,begin_checkout,5,6,0,1,3,mobile,google_cpc,1,0.7228
lead_000474,GA4_6730290,2025-08-29,formulario_web,18,3,1,Plan 50GB,plan_movil,add_to_cart,36,7,0,1,0,mobile,facebook_ads,1,0.8389
lead_000475,GA4_4176859,2025-04-24,boton_ayuda,14,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.3223
lead_000476,GA4_8981342,2025-04-13,whatsapp_inbound,11,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.4881
lead_000477,GA4_8841710,2025-08-24,formulario_web,5,2,1,Plan 20GB,plan_movil,add_to_cart,77,5,0,1,1,mobile,email_claro,1,0.6477
lead_000478,GA4_6555698,2025-06-29,boton_ayuda,15,2,1,Plan 50GB,plan_movil,add_to_cart,44,3,0,1,4,mobile,whatsapp_link,1,0.6263
lead_000479,GA4_6631448,2025-06-06,formulario_web,12,4,1,Plan 100GB,plan_movil,add_to_cart,8,8,0,2,0,mobile,facebook_ads,1,0.9077
lead_000480,GA4_6026983,2025-04-27,formulario_web,11,2,1,Plan 100GB,plan_movil,view_item,64,7,0,0,2,tablet,google_cpc,1,0.6125
lead_000481,GA4_8024541,2025-04-25,formulario_web,18,6,1,Plan 10GB,plan_movil,view_item,45,2,0,0,5,desktop,google_cpc,1,0.877
lead_000482,GA4_6513312,2025-01-13,formulario_web,19,5,1,Plan 50GB,plan_movil,begin_checkout,5,6,1,2,2,mobile,facebook_ads,1,0.9538
lead_000483,GA4_3722606,2025-12-04,formulario_web,10,4,1,Samsung A55,equipo,add_to_cart,71,4,0,2,2,mobile,email_claro,0,0.829
lead_000484,GA4_2759055,2025-04-09,formulario_web,4,4,1,Samsung A55,equipo,view_item,89,7,0,0,0,mobile,google_organic,0,0.1743
lead_000485,GA4_8621924,2025-07-24,boton_ayuda,20,1,1,Plan 50GB,plan_movil,begin_checkout,74,6,0,1,1,mobile,google_organic,1,0.7831
lead_000486,GA4_1707866,2025-06-18,whatsapp_inbound,1,0,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.34
lead_000487,GA4_9320336,2025-05-23,whatsapp_inbound,21,1,1,Samsung A55,equipo,view_item,34,3,0,0,1,desktop,facebook_ads,0,0.6438
lead_000488,GA4_4681019,2025-02-05,boton_ayuda,17,2,1,Plan Hogar,internet_hogar,begin_checkout,37,3,1,1,0,mobile,google_organic,1,0.7022
lead_000489,GA4_1062026,2025-05-23,boton_ayuda,12,0,1,Plan 50GB,plan_movil,add_to_cart,136,6,0,1,1,desktop,directo,0,0.3651
lead_000490,GA4_4741740,2025-06-29,formulario_web,10,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.2954
lead_000491,GA4_4863356,2025-11-25,formulario_web,0,2,1,Plan 20GB,plan_movil,view_item,5,4,0,0,1,desktop,facebook_ads,1,0.1965
lead_000492,GA4_8827187,2025-09-18,whatsapp_inbound,10,3,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.5448
lead_000493,GA4_4575870,2025-07-24,whatsapp_inbound,8,2,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.5462
lead_000494,GA4_5010074,2025-12-14,formulario_web,17,0,1,Plan 20GB,plan_movil,begin_checkout,23,3,0,4,0,desktop,email_claro,0,0.6978
lead_000495,GA4_9065582,2025-10-02,whatsapp_inbound,9,0,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.6072
lead_000496,GA4_6561900,2025-06-19,formulario_web,16,4,1,Plan 20GB,plan_movil,add_to_cart,23,4,0,1,1,desktop,directo,1,0.408
lead_000497,GA4_7306753,2025-01-15,whatsapp_inbound,17,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.4954
lead_000498,GA4_4444636,2025-03-01,boton_ayuda,12,3,1,Plan 50GB,plan_movil,begin_checkout,23,5,0,1,3,desktop,facebook_ads,0,0.7334
lead_000499,GA4_7716130,2025-05-14,boton_ayuda,3,4,1,Plan Hogar,internet_hogar,begin_checkout,72,2,0,2,3,mobile,directo,1,0.7829
lead_000500,GA4_4091109,2025-04-02,formulario_web,3,3,1,Plan 20GB,plan_movil,begin_checkout,8,5,0,1,0,mobile,whatsapp_link,0,0.472
lead_000501,GA4_1112833,2025-10-25,formulario_web,2,3,1,Plan 20GB,plan_movil,view_item,95,10,0,0,0,mobile,google_cpc,1,0.5372
lead_000502,GA4_7087061,2025-05-16,whatsapp_inbound,19,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.674
lead_000503,GA4_1165961,2025-01-20,formulario_web,12,6,1,Plan 20GB,plan_movil,view_item,82,2,0,0,3,mobile,directo,1,0.8244
lead_000504,GA4_2237003,2025-02-25,formulario_web,19,2,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.4794
lead_000505,GA4_7004341,2025-11-02,whatsapp_inbound,14,1,1,Plan 50GB,plan_movil,add_to_cart,21,2,1,3,2,mobile,google_cpc,1,0.9542
lead_000506,GA4_1503611,2025-08-11,boton_ayuda,14,3,1,Plan 10GB,plan_movil,add_to_cart,38,8,0,2,2,mobile,google_cpc,0,0.7619
lead_000507,GA4_2932555,2025-06-26,boton_ayuda,15,6,1,Plan 10GB,plan_movil,add_to_cart,24,11,1,2,2,mobile,directo,1,0.835
lead_000508,GA4_3389108,2025-06-10,boton_ayuda,18,0,1,Plan Hogar,internet_hogar,begin_checkout,36,2,0,1,1,tablet,google_cpc,1,0.5126
lead_000509,GA4_5875059,2025-08-12,formulario_web,11,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.3287
lead_000510,GA4_8388822,2025-11-07,formulario_web,8,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.3069
lead_000511,GA4_4261548,2025-09-19,formulario_web,16,6,1,Plan 10GB,plan_movil,begin_checkout,187,2,0,1,2,mobile,google_organic,1,0.9465
lead_000512,GA4_7038275,2025-03-01,boton_ayuda,12,2,1,Plan 20GB,plan_movil,view_item,5,7,0,0,2,tablet,email_claro,0,0.2367
lead_000513,GA4_1736600,2025-07-17,boton_ayuda,14,6,1,Samsung A55,equipo,begin_checkout,129,2,0,1,0,mobile,google_organic,1,0.7232
lead_000514,GA4_1498041,2025-10-23,whatsapp_inbound,18,3,1,Plan 50GB,plan_movil,view_item,87,3,0,0,3,mobile,google_cpc,0,0.8997
lead_000515,GA4_4340727,2025-04-08,whatsapp_inbound,15,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.4229
lead_000516,GA4_4318952,2025-05-11,whatsapp_inbound,17,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.4084
lead_000517,GA4_5766421,2025-01-23,formulario_web,16,2,1,Plan 50GB,plan_movil,view_item,8,3,0,0,2,mobile,google_organic,0,0.6649
lead_000518,GA4_3921695,2025-12-29,boton_ayuda,19,6,1,Samsung A55,equipo,add_to_cart,7,5,0,1,3,tablet,facebook_ads,1,0.6221
lead_000519,GA4_4673288,2025-08-12,whatsapp_inbound,18,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.7767
lead_000520,GA4_5395611,2025-01-01,formulario_web,16,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.2445
lead_000521,GA4_3924009,2025-09-24,whatsapp_inbound,18,0,1,Plan 10GB,plan_movil,view_item,32,3,0,0,2,desktop,google_organic,1,0.8488
lead_000522,GA4_6701191,2025-10-03,boton_ayuda,20,3,1,Plan 50GB,plan_movil,begin_checkout,84,5,0,3,0,desktop,google_cpc,0,0.8829
lead_000523,GA4_5126595,2025-12-18,boton_ayuda,14,3,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.3087
lead_000524,GA4_3995428,2025-12-10,boton_ayuda,13,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.2979
lead_000525,GA4_4288125,2025-04-11,formulario_web,19,2,1,Plan 50GB,plan_movil,begin_checkout,162,3,0,1,0,mobile,google_organic,1,0.9179
lead_000526,GA4_1360576,2025-07-06,formulario_web,17,4,1,Plan 10GB,plan_movil,view_item,16,2,0,0,0,mobile,directo,0,0.2521
lead_000527,GA4_3954088,2025-08-09,whatsapp_inbound,6,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.5661
lead_000528,GA4_5392083,2025-02-05,whatsapp_inbound,21,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.7629
lead_000529,GA4_2697690,2025-12-07,boton_ayuda,3,1,1,Plan 50GB,plan_movil,add_to_cart,48,6,0,2,1,mobile,facebook_ads,0,0.4873
lead_000530,GA4_1352216,2025-06-19,formulario_web,19,3,1,Plan 50GB,plan_movil,add_to_cart,42,4,0,1,2,desktop,facebook_ads,1,0.8176
lead_000531,GA4_3302564,2025-11-16,boton_ayuda,19,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.3155
lead_000532,GA4_7357268,2025-06-10,boton_ayuda,22,0,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.1492
lead_000533,GA4_2861751,2025-12-06,formulario_web,5,3,1,Plan 50GB,plan_movil,add_to_cart,19,7,0,3,2,desktop,google_organic,1,0.6463
lead_000534,GA4_6677129,2025-03-05,formulario_web,17,3,1,iPhone 15,equipo,add_to_cart,47,10,1,1,3,mobile,whatsapp_link,1,0.8081
lead_000535,GA4_4527197,2025-06-03,boton_ayuda,14,1,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.2087
lead_000536,GA4_6118265,2025-09-17,boton_ayuda,12,1,1,Samsung A55,equipo,add_to_cart,92,12,0,2,1,desktop,google_organic,0,0.5695
lead_000537,GA4_8653827,2025-06-08,whatsapp_inbound,7,4,1,Plan 50GB,plan_movil,add_to_cart,12,3,0,3,0,mobile,directo,1,0.8408
lead_000538,GA4_5029047,2025-12-08,formulario_web,16,6,1,Tablet,equipo,view_item,8,8,0,0,0,mobile,google_cpc,1,0.4089
lead_000539,GA4_7201541,2025-07-29,whatsapp_inbound,15,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.4752
lead_000540,GA4_7247000,2025-06-17,boton_ayuda,7,3,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.2144
lead_000541,GA4_3874940,2025-07-26,formulario_web,17,3,1,Plan 10GB,plan_movil,add_to_cart,76,4,0,1,1,mobile,google_cpc,1,0.6905
lead_000542,GA4_9840363,2025-12-23,whatsapp_inbound,19,2,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.5014
lead_000543,GA4_8276581,2025-06-01,formulario_web,19,2,1,Plan Hogar,internet_hogar,view_item,39,6,1,0,1,desktop,google_cpc,1,0.6948
lead_000544,GA4_2096852,2025-10-11,formulario_web,21,6,1,Plan 10GB,plan_movil,begin_checkout,17,3,0,1,1,mobile,google_cpc,0,0.8121
lead_000545,GA4_2987988,2025-03-07,whatsapp_inbound,13,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.6477
lead_000546,GA4_3423170,2025-04-09,whatsapp_inbound,22,5,1,Plan 20GB,plan_movil,view_item,133,2,1,0,1,mobile,google_organic,1,0.9384
lead_000547,GA4_3194370,2025-08-04,formulario_web,20,0,1,Samsung A55,equipo,begin_checkout,14,6,0,2,0,mobile,facebook_ads,0,0.7407
lead_000548,GA4_4181650,2025-12-07,formulario_web,11,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.2585
lead_000549,GA4_4215878,2025-07-14,formulario_web,9,6,1,Plan 10GB,plan_movil,add_to_cart,75,5,0,1,2,desktop,facebook_ads,0,0.6845
lead_000550,GA4_9934785,2025-12-13,formulario_web,14,6,1,Plan 10GB,plan_movil,add_to_cart,5,3,1,2,3,mobile,email_claro,1,0.9008
lead_000551,GA4_7345068,2025-03-31,boton_ayuda,13,0,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.2212
lead_000552,GA4_7278962,2025-11-12,formulario_web,17,2,1,Motorola Edge,equipo,view_item,50,3,0,0,0,mobile,google_cpc,0,0.3564
lead_000553,GA4_6334342,2025-10-19,formulario_web,17,5,1,Plan 100GB,plan_movil,begin_checkout,50,2,0,3,3,mobile,google_organic,0,0.734
lead_000554,GA4_8206488,2025-06-04,boton_ayuda,19,6,1,Samsung A55,equipo,begin_checkout,5,4,0,2,3,mobile,google_cpc,1,0.8625
lead_000555,GA4_5102862,2025-07-27,formulario_web,15,0,1,Plan 50GB,plan_movil,begin_checkout,5,10,0,2,4,mobile,google_cpc,1,0.9429
lead_000556,GA4_1775026,2025-10-08,whatsapp_inbound,7,3,1,Plan 50GB,plan_movil,add_to_cart,17,3,0,3,2,mobile,email_claro,1,0.805
lead_000557,GA4_4172607,2025-01-01,whatsapp_inbound,20,5,1,Samsung A55,equipo,add_to_cart,22,8,0,1,2,mobile,directo,1,0.926
lead_000558,GA4_9983668,2025-06-05,formulario_web,12,1,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.5426
lead_000559,GA4_5935567,2025-05-27,formulario_web,22,5,1,Plan 10GB,plan_movil,view_item,35,9,0,0,1,mobile,whatsapp_link,0,0.4731
lead_000560,GA4_3492539,2025-04-18,formulario_web,8,3,1,Plan 20GB,plan_movil,view_item,12,4,0,0,3,desktop,google_cpc,1,0.4983
lead_000561,GA4_6497568,2025-08-09,whatsapp_inbound,22,2,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.3292
lead_000562,GA4_5146852,2025-10-24,whatsapp_inbound,7,4,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.5402
lead_000563,GA4_1893537,2025-11-07,whatsapp_inbound,10,4,1,Plan 50GB,plan_movil,begin_checkout,73,5,1,1,1,tablet,google_cpc,1,0.9456
lead_000564,GA4_5698850,2025-12-02,whatsapp_inbound,4,2,1,Plan 100GB,plan_movil,add_to_cart,104,5,0,2,1,mobile,google_cpc,0,0.7936
lead_000565,GA4_3121622,2025-06-14,formulario_web,18,3,1,Plan 100GB,plan_movil,add_to_cart,17,4,0,1,1,desktop,google_organic,0,0.5477
lead_000566,GA4_9527346,2025-08-27,whatsapp_inbound,20,0,1,Plan 20GB,plan_movil,view_item,23,7,0,0,1,mobile,google_cpc,0,0.7299
lead_000567,GA4_9203901,2025-08-15,formulario_web,14,5,1,Plan 50GB,plan_movil,add_to_cart,84,6,0,1,1,mobile,google_organic,1,0.7352
lead_000568,GA4_4510423,2025-08-15,boton_ayuda,21,5,1,Samsung A55,equipo,view_item,71,4,1,0,3,mobile,google_cpc,1,0.8209
lead_000569,GA4_2365794,2025-12-12,whatsapp_inbound,17,0,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.6418
lead_000570,GA4_8896486,2025-04-20,formulario_web,17,4,1,Plan 20GB,plan_movil,begin_checkout,61,5,0,3,1,mobile,google_organic,1,0.8408
lead_000571,GA4_2088389,2025-09-19,formulario_web,20,6,1,Plan 20GB,plan_movil,view_item,17,4,1,0,2,mobile,google_cpc,1,0.8654
lead_000572,GA4_3809068,2025-08-31,whatsapp_inbound,11,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.4131
lead_000573,GA4_9533123,2025-03-28,formulario_web,12,2,1,Plan 10GB,plan_movil,add_to_cart,82,3,0,1,0,mobile,google_organic,1,0.8019
lead_000574,GA4_7511503,2025-12-04,boton_ayuda,21,6,1,Plan 50GB,plan_movil,add_to_cart,11,7,1,1,2,mobile,google_organic,1,0.9281
lead_000575,GA4_9542262,2025-02-13,boton_ayuda,21,2,1,Plan 50GB,plan_movil,add_to_cart,54,7,0,1,3,mobile,facebook_ads,1,0.7961
lead_000576,GA4_7279143,2025-05-26,whatsapp_inbound,22,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.4971
lead_000577,GA4_9364914,2025-09-21,boton_ayuda,21,1,1,Plan Hogar,internet_hogar,view_item,43,6,0,0,0,mobile,google_organic,0,0.2497
lead_000578,GA4_9705569,2025-12-06,formulario_web,8,4,1,Plan 10GB,plan_movil,view_item,17,4,1,0,1,mobile,directo,1,0.6352
lead_000579,GA4_8789112,2025-11-21,whatsapp_inbound,20,2,1,Plan 100GB,plan_movil,begin_checkout,5,2,1,1,1,mobile,directo,0,0.9745
lead_000580,GA4_4003096,2025-11-14,formulario_web,13,1,1,Plan 20GB,plan_movil,view_item,46,3,0,0,2,mobile,whatsapp_link,1,0.6775
lead_000581,GA4_6399296,2025-06-21,boton_ayuda,23,0,1,Plan 20GB,plan_movil,view_item,107,3,0,0,1,mobile,facebook_ads,1,0.4439
lead_000582,GA4_7272644,2025-02-17,formulario_web,15,4,1,Samsung A55,equipo,view_item,7,3,0,0,2,tablet,whatsapp_link,1,0.4849
lead_000583,GA4_9816018,2025-05-01,whatsapp_inbound,16,4,1,Plan 10GB,plan_movil,add_to_cart,114,3,1,2,3,mobile,google_organic,1,0.9845
lead_000584,GA4_9108379,2025-12-11,formulario_web,16,2,1,Plan 20GB,plan_movil,view_item,6,5,0,0,1,desktop,google_cpc,0,0.2536
lead_000585,GA4_9301232,2025-06-08,whatsapp_inbound,12,2,1,Plan 100GB,plan_movil,begin_checkout,67,5,0,1,3,mobile,google_organic,0,0.9653
lead_000586,GA4_8948342,2025-04-26,whatsapp_inbound,6,3,1,Plan 100GB,plan_movil,begin_checkout,228,2,0,1,0,desktop,google_organic,0,0.9271
lead_000587,GA4_5501921,2025-04-12,whatsapp_inbound,21,6,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.5545
lead_000588,GA4_7726758,2025-03-17,whatsapp_inbound,19,0,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.6653
lead_000589,GA4_1614121,2025-01-13,whatsapp_inbound,8,0,1,Plan 100GB,plan_movil,begin_checkout,31,5,0,1,3,mobile,google_cpc,1,0.93
lead_000590,GA4_4476232,2025-01-24,whatsapp_inbound,19,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,1,0.6878
lead_000591,GA4_4683039,2025-05-06,formulario_web,17,1,1,Tablet,equipo,begin_checkout,114,4,1,3,4,desktop,google_cpc,1,0.9645
lead_000592,GA4_4405783,2025-09-01,whatsapp_inbound,13,1,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.4227
lead_000593,GA4_8584644,2025-11-09,whatsapp_inbound,11,3,1,Plan 50GB,plan_movil,begin_checkout,73,2,0,1,3,mobile,facebook_ads,1,0.9329
lead_000594,GA4_4932320,2025-02-07,boton_ayuda,20,5,0,sin_dato,sin_dato,sin_sesion_vtex,0,0,0,0,0,mobile,directo,0,0.3176
lead_000595,GA4_7642099,2025-08-22,formulario_web,18,0,1,Plan 10GB,plan_movil,add_to_cart,21,7,0,1,4,mobile,google_organic,1,0.9117
